name,networth,country,source,rank,age,residence,citizenship,status,children,education,self_made,degree,university,longitude,latitude,combined
Hubert Burda,3.5,Germany,publishing,859,81.0,"Munich, Germany",Germany,Married,2.0,"Bachelor of Arts/Science, Ludwig Maxmilian University",False,Bachelor of Arts/Science, Ludwig Maxmilian University,11.5753822,48.1371079,hubert-burda
Chuchat Petaumpai & Daonapa Petampai,3.5,Thailand,motorcycle loans,859,67.0,"Bangkok, Thailand",Thailand,Married,2.0,"Bachelor of Arts/Economics, Oklahoma State University",True,Bachelor of Arts/Economics, Oklahoma State University,100.4930399,13.7544238,chuchat-petaumpai-daonapa-petampai
Charles Cohen,3.5,United States,real estate,859,69.0,"New York, New York",United States,Married,4.0,"Doctor of Jurisprudence, Brooklyn Law School; Bachelor of Arts/Science, Tufts University",False,Doctor of Jurisprudence," Brooklyn Law School; Bachelor of Arts/Science, Tufts University",-74.00601519999999,40.7127281,charles-cohen
David Filo,3.5,United States,Yahoo,859,55.0,"Palo Alto, California",United States,Married,1.0,"Master of Science, Stanford University; Bachelor of Arts/Science, Tulane University",True,Master of Science," Stanford University; Bachelor of Arts/Science, Tulane University",-122.1598465,37.4443293,david-filo
Sergei Galitsky,3.5,Russia,retail,859,53.0,"Krasnodar, Russia",Russia,Married,1.0,"Bachelor of Arts/Science, Kuban State University",True,Bachelor of Arts/Science, Kuban State University,38.9764814,45.0352566,sergei-galitsky
Alessandra Garavoglia,3.5,Italy,spirits,859,61.0,"Milan, Italy",Italy,,,"Bachelor of Social Sciences, University of Milan",False,Bachelor of Social Sciences, University of Milan,9.1905,45.4668,alessandra-garavoglia
Franco Bittar Garcia,3.5,Brazil,retailing,859,37.0,"Franca, Brazil",Brazil,Single,,,False,,,-47.4009795,-20.5381768,franco-bittar-garcia
Martha Ingram & family,3.5,United States,"book distribution, transportation",859,85.0,"Nashville, Tennessee",United States,Widowed,4.0,"Bachelor of Arts/Science, Vassar College",False,Bachelor of Arts/Science, Vassar College,-86.7743531,36.1622296,martha-ingram
H. Fisk Johnson,3.5,United States,cleaning products,859,62.0,"Racine, Wisconsin",United States,Divorced,1.0,"Bachelor of Arts/Science, Cornell University; Doctorate, Cornell University; Master of Science, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",False,Bachelor of Arts/Science," Cornell University; Doctorate, Cornell University; Master of Science, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",-87.7825242,42.7260523,h.-fisk-johnson
Li Guoqiang,3.5,China,auto dealerships,859,57.0,"Beijing, China",China,Married,,,True,,,116.3912757,39.906217,li-guoqiang
Lim Wee Chai,3.5,Malaysia,rubber gloves,859,63.0,"Kuala Lumpur, Malaysia",Malaysia,Married,2.0,"Master of Business Administration, Sul Ross State University; Bachelor of Arts/Science, University of Malaya",True,Master of Business Administration," Sul Ross State University; Bachelor of Arts/Science, University of Malaya",101.6942371,3.1516964,lim-wee-chai
Liu Xiaodong,3.5,China,flavorings,859,53.0,"Shanghai, China",China,,,,True,,,121.4692071,31.2322758,liu-xiaodong
Daniel Loeb,3.5,United States,hedge funds,859,59.0,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Columbia University",True,Bachelor of Arts/Science, Columbia University,-74.00601519999999,40.7127281,daniel-loeb
Jim McKelvey,3.5,United States,mobile payments,859,55.0,"St. Louis, Missouri",United States,,,"Bachelor of Arts/Economics, Washington University in St. Louis; Bachelor of Science, Washington University in St. Louis",True,Bachelor of Arts/Economics," Washington University in St. Louis; Bachelor of Science, Washington University in St. Louis",-90.1998378,38.6264178,jim-mckelvey
Apoorva Mehta,3.5,Canada,grocery delivery service,859,34.0,"San Francisco, California",Canada,Single,,"Bachelor of Arts/Science, University of Waterloo",True,Bachelor of Arts/Science, University of Waterloo,-122.419906,37.7790262,apoorva-mehta
N.R. Narayana Murthy,3.5,India,software services,859,74.0,"Bangalore, India",India,Married,2.0,"Master of Science, Indian Institute of Technology",True,Master of Science, Indian Institute of Technology,77.59129969999999,12.9791198,n.r.-narayana-murthy
John Paulson,3.5,United States,hedge funds,859,65.0,"New York, New York",United States,Married,2.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, New York University",True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, New York University",-74.00601519999999,40.7127281,john-paulson
J.B. Pritzker,3.5,United States,"hotels, investments",859,56.0,"Springfield, Illinois",United States,Married,2.0,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, Northwestern University",False,Bachelor of Arts/Science," Duke University; Doctor of Jurisprudence, Northwestern University",-89.6439575,39.7990175,j.b.-pritzker
Michael Rubin,3.5,United States,online retail,859,48.0,"Bryn Mawr, Pennsylvania",United States,Divorced,1.0,"Drop Out, Villanova University",True,Drop Out, Villanova University,-75.30462989999999,40.0198335,michael-rubin
Arnout Schuijff,3.5,Netherlands,payments software,859,53.0,"Amsterdam, Netherlands",Netherlands,Married,,,True,,,4.8936041,52.3727598,arnout-schuijff
Thomas Secunda,3.5,United States,Bloomberg LP,859,66.0,"Croton-on-Hudson, New York",United States,Married,2.0,"Bachelor of Arts/Science, SUNY Binghamton",True,Bachelor of Arts/Science, SUNY Binghamton,-73.8901688,41.2083836,thomas-secunda
Vivek Chaand Sehgal,3.5,Australia,auto parts,859,64.0,"Delhi, India",Australia,Married,2.0,"Bachelor of Arts/Science, Delhi University",True,Bachelor of Arts/Science, Delhi University,77.2219388,28.6517178,vivek-chaand-sehgal
E. Joe Shoen,3.5,United States,U-Haul,859,71.0,"Phoenix, Arizona",United States,Married,,"Master of Business Administration, Harvard Business School",False,Master of Business Administration, Harvard Business School,-112.0741417,33.4484367,e.-joe-shoen
Leena Tewari,3.5,India,pharmaceuticals,859,63.0,"Mumbai, India",India,Married,2.0,"B.Com, Bombay University; Master of Business Administration, Boston University",False,B.Com," Bombay University; Master of Business Administration, Boston University",72.8773928,19.0759899,leena-tewari
Julia Thiele-Schuerhoff,3.5,Germany,brakes,859,,,Germany,,,,False,,,10.4234469,51.0834196,julia-thiele-schuerhoff
Romesh T. Wadhwani,3.5,United States,software,859,73.0,"Palo Alto, California",United States,Married,1.0,"Doctorate, Carnegie Mellon University; Master of Science, Carnegie Mellon University; Bachelor of Arts/Science, Indian Institute of Technology, Bombay",True,Doctorate," Carnegie Mellon University; Master of Science, Carnegie Mellon University; Bachelor of Arts/Science, Indian Institute of Technology, Bombay",-122.1598465,37.4443293,romesh-t.-wadhwani
Wu Shaoxun,3.5,China,wine,859,65.0,"Daye, China",China,,,,True,,,114.9747162,30.0981854,wu-shaoxun
Ye Guofu,3.5,China,retail,859,43.0,"Guangzhou, China",China,,,,True,,,113.2592945,23.1301964,ye-guofu
Denise York & family,3.5,United States,San Francisco 49ers,859,70.0,"Youngstown, Ohio",United States,Married,4.0,,False,,,-80.6520161,41.1035786,denise-york
Zhou Jianping,3.5,China,fashion retail,859,60.0,"Jiangyin, China",China,Married,,,True,,,120.2630426,31.9092756,zhou-jianping
Mohed Altrad,3.4,France,"scaffolding, cement mixers",891,73.0,"Montpellier, France",France,In Relationship,5.0,,True,,,3.8767337,43.6112422,mohed-altrad
Gayle Benson,3.4,United States,pro sports teams,891,74.0,"New Orleans, Louisiana",United States,Widowed,,,False,,,-90.07011559999999,29.9499323,gayle-benson
Francesco Gaetano Caltagirone,3.4,Italy,"cement, diversified",891,78.0,"Rome, Italy",Italy,Married,3.0,,True,,,12.4829321,41.8933203,francesco-gaetano-caltagirone
"William Conway, Jr.",3.4,United States,private equity,891,71.0,"McLean, Virginia",United States,Married,1.0,"Bachelor of Arts/Science, Dartmouth College",True,Bachelor of Arts/Science, Dartmouth College,-77.1776327,38.9342888,"william-conway,-jr."
Jim Davis,3.4,United States,staffing & recruiting,891,77.0,"Newton, Massachusetts",United States,Married,2.0,"Bachelor of Arts/Science, Middlebury College",True,Bachelor of Arts/Science, Middlebury College,-71.2092214,42.3370414,jim-davis
Deng Wen,3.4,China,flavorings,891,53.0,"Chengdu, China",China,Married,,,True,,,104.0633717,30.6598628,deng-wen
Ennio Doris & family,3.4,Italy,financial services,891,80.0,"Tombolo, Italy",Italy,Married,2.0,"Diploma, High School",True,Diploma, High School,11.8304219,45.6470275,ennio-doris
Bernard Ecclestone & family,3.4,United Kingdom,Formula One,891,90.0,"London, United Kingdom",United Kingdom,Married,2.0,,True,,,-0.1276474,51.5073219,bernard-ecclestone
Alexander Frolov,3.4,Russia,"mining, steel",891,56.0,"Moscow, Russia",Russia,Married,1.0,"Doctorate, Moscow Institute of Physics and Technology",True,Doctorate, Moscow Institute of Physics and Technology,37.6174943,55.7504461,alexander-frolov
Fiona Geminder,3.4,Australia,manufacturing,891,56.0,"Melbourne, Australia",Australia,Married,4.0,"Bachelor of Arts/Science, Monash University; LLB, Monash University",False,Bachelor of Arts/Science," Monash University; LLB, Monash University",144.960964,-37.8077694,fiona-geminder
Zarakh Iliev,3.4,Russia,real estate,891,54.0,"Moscow, Russia",Russia,Married,2.0,,True,,,37.6174943,55.7504461,zarakh-iliev
Viktor Kharitonin,3.4,Russia,pharmaceuticals,891,48.0,"Moscow, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Novosibirsk State University",True,Bachelor of Arts/Science, Novosibirsk State University,37.6174943,55.7504461,viktor-kharitonin
Steven Klinsky,3.4,United States,investments,891,64.0,"New York, New York",United States,,,"Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts/Economics, University of Michigan, Ann Arbor",True,Master of Business Administration," Harvard Business School; Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts/Economics, University of Michigan, Ann Arbor",-74.00601519999999,40.7127281,steven-klinsky
Chris Larsen,3.4,United States,cryptocurrency,891,60.0,"San Francisco, California",United States,Married,2.0,"Bachelor of Arts/Science, San Francisco State University; Master of Business Administration, Stanford Graduate School of Business",True,Bachelor of Arts/Science," San Francisco State University; Master of Business Administration, Stanford Graduate School of Business",-122.419906,37.7790262,chris-larsen
Angela Leong,3.4,Hong Kong,casinos,891,60.0,"Hong Kong, Hong Kong",Hong Kong,Widowed,5.0,"Diploma, High School",False,Diploma, High School,114.1628131,22.2793278,angela-leong
Margarita Louis-Dreyfus & family,3.4,Switzerland,commodities,891,58.0,"Davos, Switzerland",Switzerland,Widowed,3.0,,False,,,9.823726600000001,46.7961744,margarita-louis-dreyfus
John Middleton,3.4,United States,tobacco,891,66.0,"Bryn Mawr, Pennsylvania",United States,Married,2.0,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",False,Bachelor of Arts/Science," Amherst College; Master of Business Administration, Harvard University",-75.30462989999999,40.0198335,john-middleton
Arnon Milchan,3.4,Israel,movie making,891,76.0,"Tel Aviv, Israel",Israel,Married,4.0,,True,,,34.7818064,32.0852997,arnon-milchan
Arturo Moreno,3.4,United States,"billboards, Anaheim Angels",891,74.0,"Phoenix, Arizona",United States,Married,3.0,"Bachelor of Arts/Science, University of Arizona",True,Bachelor of Arts/Science, University of Arizona,-112.0741417,33.4484367,arturo-moreno
God Nisanov,3.4,Russia,real estate,891,49.0,"Moscow, Russia",Russia,Married,3.0,"Diploma, Baku Institute of Law",True,Diploma, Baku Institute of Law,37.6174943,55.7504461,god-nisanov
Benjamin Zhengmin Pan & family,3.4,China,electronics,891,51.0,"Shenzhen, China",China,Married,,Jiangsu Province Wujin Teacher School,True,Jiangsu Province Wujin Teacher School,,114.0543297,22.555454,benjamin-zhengmin-pan
Jay Paul,3.4,United States,real estate,891,73.0,"San Francisco, California",United States,Married,,"Bachelor of Arts/Science, Boston University",True,Bachelor of Arts/Science, Boston University,-122.419906,37.7790262,jay-paul
Remo Ruffini,3.4,Italy,winter jackets,891,59.0,"Como, Italy",Italy,Married,2.0,,True,,,9.149410100000001,45.9394759,remo-ruffini
Patrick Ryan,3.4,United States,insurance,891,83.0,"Winnetka, Illinois",United States,Married,3.0,"Bachelor of Arts/Science, Northwestern University",True,Bachelor of Arts/Science, Northwestern University,-87.7365286,42.1080703,patrick-ryan
RJ Scaringe,3.4,United States,electric vehicles,891,38.0,"Irvine, California",United States,Married,3.0,,True,,,-117.8259819,33.6856969,rj-scaringe
Lynn Schusterman,3.4,United States,"oil & gas, investments",891,82.0,"Tulsa, Oklahoma",United States,Widowed,3.0,"Drop Out, University of Miami",False,Drop Out, University of Miami,-95.9929113,36.1556805,lynn-schusterman
Eric Ya Shen,3.4,China,online apparel retail,891,50.0,"Guangzhou, China",China,,,,True,,,113.2592945,23.1301964,eric-ya-shen
Daniel Tsai,3.4,Taiwan,finance,891,65.0,"Taipei, Taiwan",Taiwan,Married,4.0,"LLM, Georgetown University; LLB, National Taiwan University",False,LLM," Georgetown University; LLB, National Taiwan University",121.5636796,25.0375198,daniel-tsai
Tung Chee Chen,3.4,Hong Kong,shipping,891,78.0,"Hong Kong, Hong Kong",Hong Kong,Married,2.0,"Master of Science, Massachusetts Institute of Technology; Bachelor of Arts/Science, University of Liverpool",False,Master of Science," Massachusetts Institute of Technology; Bachelor of Arts/Science, University of Liverpool",114.1628131,22.2793278,tung-chee-chen
Bulat Utemuratov,3.4,Kazakhstan,"mining, banking, hotels",891,63.0,"Astana, Kazakhstan",Kazakhstan,Married,3.0,,True,,,71.4306682,51.1282205,bulat-utemuratov
Frank VanderSloot,3.4,United States,"nutrition, wellness products",891,72.0,"Idaho Falls, Idaho",United States,Married,14.0,"Bachelor of Arts/Science, Brigham Young University",True,Bachelor of Arts/Science, Brigham Young University,-112.0401206,43.4935589,frank-vandersloot
Kelcy Warren,3.4,United States,pipelines,891,65.0,"Dallas, Texas",United States,Married,1.0,"Bachelor of Arts/Science, University of Texas Arlington",True,Bachelor of Arts/Science, University of Texas Arlington,-96.7968559,32.7762719,kelcy-warren
Xu Yi,3.4,China,Internet,891,,,,,,,,,,104.999927,35.000074,xu-yi
Vladimir Yevtushenkov,3.4,Russia,"telecom, investments",891,72.0,"Moscow, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Mendeleyev Chemical Engin; Master of Science, Moscow State University",True,Bachelor of Arts/Science," Mendeleyev Chemical Engin; Master of Science, Moscow State University",37.6174943,55.7504461,vladimir-yevtushenkov
Somphote Ahunai,3.3,Thailand,renewable energy,925,53.0,"Bangkok, Thailand",Thailand,Married,3.0,"Master of Business Administration, Joseph M. Katz Graduate School of Business",True,Master of Business Administration, Joseph M. Katz Graduate School of Business,100.4930399,13.7544238,somphote-ahunai
John Arnold,3.3,United States,hedge funds,925,47.0,"Houston, Texas",United States,Married,2.0,"Bachelor of Arts/Science, Vanderbilt University",True,Bachelor of Arts/Science, Vanderbilt University,-95.3676974,29.7589382,john-arnold
